clk,period,time
3,298,200006
1,1000,651107
2,507,329114
3,299,200306
1,1000,652107
2,492,329607
3,309,200616
1,1000,653107
2,507,330114
3,290,200906
1,999,654106
2,492,330607
3,301,201208
1,1000,655106
2,507,331114
3,298,201506
1,1000,656107
2,492,331607
3,300,201807
1,1000,657107
2,507,332114
3,317,202124
1,999,658107
2,492,332607
3,282,202406
1,999,659106
2,507,333114
3,301,202708
1,1000,660107
2,492,333606
3,298,203006
1,1000,661107
2,507,334114
3,300,203306
1,999,662107
2,492,334606
3,309,203616
1,999,663106
2,507,335114
3,290,203906
1,999,664106
2,492,335607
3,301,204208
1,1000,665106
2,507,336114
3,298,204506
1,1000,666107
2,492,336607
3,300,204806
1,1000,667107
2,507,337114
3,317,205124
1,999,668106
2,492,337607
3,282,205406
1,1000,669107
2,507,338114
3,301,205708
1,1000,670107
2,492,338607
3,298,206006
1,1000,671107
2,507,339114
3,300,206306
1,1000,672107
2,492,339607
3,309,206616
1,999,673107
2,507,340114
3,290,206906
1,999,674106
2,492,340606
3,301,207208
1,1000,675106
2,507,341114
3,298,207506
1,1000,676107
2,492,341607
3,300,207806
1,999,677106
2,507,342114
3,317,208124
1,1000,678106
2,492,342606
3,282,208406
1,999,679106
2,507,343114
3,301,208708
1,1000,680107
2,492,343607
3,298,209006
1,1000,681107
2,507,344114
3,299,209306
1,1000,682107
2,492,344607
3,309,209616
1,999,683106
2,507,345114
3,290,209906
1,1000,684106
2,492,345606
3,301,210208
1,1000,685107
2,507,346114
3,298,210506
1,999,686106
2,492,346606
3,300,210807
1,1000,687107
2,507,347114
3,317,211124
1,999,688106
2,492,347606
3,282,211406
1,1000,689107
2,507,348114
3,301,211708
1,1000,690107
2,492,348607
3,298,212006
1,1000,691107
2,507,349114
3,300,212307
1,1000,692107
2,492,349606
3,309,212616
1,999,693107
2,507,350114
3,290,212906
1,999,694106
2,492,350607
3,301,213208
1,1000,695106
2,507,351114
3,298,213506
1,1000,696107
2,492,351607
3,300,213806
1,999,697107
2,507,352114
3,317,214123
1,999,698106
2,492,352607
3,282,214406
1,1000,699107
2,507,353114
3,301,214708
1,1000,700107
2,492,353607
3,298,215006
1,999,701106
2,507,354114
3,299,215306
1,1000,702106
2,492,354606
3,309,215616
1,1000,703107
2,507,355114
3,290,215906
1,999,704106
2,492,355606
3,301,216208
1,1000,705107
2,507,356114
3,298,216506
1,1000,706107
2,492,356607
3,300,216807
1,999,707106
2,507,357114
3,317,217124
1,999,708106
2,492,357606
3,282,217406
1,1000,709107
2,507,358114
3,301,217708
1,999,710106
2,492,358607
3,298,218006
1,1000,711107
2,507,359114
3,300,218306
1,999,712106
2,492,359606
3,309,218616
1,1000,713107
2,507,360114
3,290,218906
1,999,714106
2,492,360607
3,301,219208
1,1000,715107
2,507,361114
3,298,219506
1,999,716106
2,492,361607
3,300,219807
1,1000,717107
2,507,362114
3,316,220123
1,1000,718107
2,492,362607
3,282,220406
1,999,719107
2,507,363114
3,301,220708
1,1000,720107
2,492,363606
3,298,221006
1,999,721106
2,507,364114
3,299,221306
1,1000,722106
2,492,364606
3,309,221616
1,1000,723106
2,507,365114
3,290,221906
1,1000,724106
2,492,365607
3,301,222208
1,999,725106
2,507,366114
3,298,222506
1,1000,726107
2,492,366607
3,300,222807
1,999,727107
2,507,367114
3,317,223124
1,1000,728107
2,492,367607
3,282,223406
1,1000,729107
2,507,368114
3,301,223708
1,999,730106
2,492,368606
3,298,224006
1,1000,731107
2,507,369114
3,300,224306
1,1000,732107
2,492,369606
3,309,224616
1,999,733107
2,507,370114
3,290,224906
1,999,734106
2,492,370607
3,301,225208
1,1000,735107
2,507,371114
3,298,225506
1,1000,736107
2,492,371606
3,300,225807
1,999,737106
2,507,372114
3,317,226124
1,1000,738107
2,492,372607
3,282,226406
1,1000,739107
2,507,373114
3,301,226708
1,999,740107
2,492,373606
3,298,227006
1,1000,741107
2,507,374114
3,300,227306
1,1000,742107
2,492,374607
3,309,227616
1,999,743106
2,507,375114
3,290,227906
1,1000,744107
2,492,375606
3,301,228208
1,1000,745107
2,507,376114
3,298,228506
1,1000,746107
2,492,376607
3,300,228806
1,999,747107
2,507,377114
3,317,229124
1,1000,748107
2,492,377606
3,282,229406
1,999,749106
2,507,378114
3,301,229708
1,1000,750107
2,492,378606
3,298,230006
1,1000,751107
2,507,379114
3,300,230306
1,999,752106
2,492,379607
3,309,230616
1,1000,753106
2,507,380114
3,290,230906
1,1000,754107
2,492,380607
3,301,231208
1,999,755106
2,507,381114
3,298,231506
1,1000,756107
2,492,381606
3,300,231807
1,999,757106
2,507,382114
3,316,232124
1,1000,758107
2,492,382607
3,282,232406
1,999,759107
2,507,383114
3,301,232708
1,1000,760107
2,492,383607
3,298,233006
1,999,761106
2,507,384114
3,300,233307
1,1000,762107
2,492,384606
3,309,233616
1,1000,763107
2,507,385114
3,290,233906
1,999,764106
2,492,385607
3,301,234208
1,1000,765107
2,507,386114
3,298,234506
1,999,766106
2,492,386607
3,300,234806
1,1000,767106
2,507,387114
3,317,235124
1,1000,768107
2,492,387606
3,282,235406
1,1000,769107
2,507,388114
3,301,235708
1,999,770106
2,492,388607
3,298,236006
1,1000,771107
2,507,389114
3,300,236306
1,1000,772107
2,492,389607
3,309,236616
1,999,773107
2,507,390114
3,290,236906
1,999,774106
2,492,390606
3,301,237208
1,999,775106
2,507,391114
3,298,237506
1,1000,776106
2,492,391607
3,300,237807
1,1000,777106
2,507,392114
3,317,238124
1,1000,778106
2,492,392606
3,282,238406
1,999,779106
2,507,393114
3,301,238708
1,1000,780106
2,492,393607
3,298,239006
1,1000,781107
2,507,394114
3,299,239306
1,999,782106
2,492,394607
3,309,239616
1,1000,783107
2,507,395114
3,290,239906
1,999,784107
2,492,395607
3,301,240208
1,1000,785107
2,507,396114
3,298,240506
1,1000,786107
2,492,396607
3,300,240806
1,1000,787107
2,507,397114
3,317,241124
1,999,788106
2,492,397606
3,282,241406
1,1000,789106
2,507,398114
3,301,241708
1,1000,790107
2,492,398606
3,298,242006
1,999,791107
2,507,399114
3,299,242306
1,1000,792107
2,492,399607
3,309,242616
1,999,793106
2,507,400114
3,290,242906
1,1000,794106
2,492,400606
3,301,243208
1,1000,795107
2,507,401114
3,298,243506
1,1000,796107
2,492,401607
3,300,243807
1,999,797106
2,507,402114
3,317,244124
1,1000,798107
2,492,402606
3,282,244406
1,1000,799107
2,507,403114
3,301,244708
1,999,800106
2,492,403606
3,298,245006
1,1000,801106
2,507,404114
3,299,245306
1,1000,802107
2,492,404607
3,309,245616
1,1000,803107
2,507,405114
3,290,245906
1,1000,804107
2,492,405606
3,301,246208
1,1000,805107
2,507,406114
3,298,246506
1,999,806107
2,492,406606
3,300,246807
1,1000,807107
2,507,407114
3,316,247123
1,999,808106
2,492,407607
3,282,247406
1,1000,809107
2,507,408114
3,301,247708
1,1000,810107
2,492,408606
3,298,248006
1,999,811107
2,507,409114
3,299,248306
1,1000,812107
2,492,409607
3,309,248616
1,1000,813107
2,507,410114
3,290,248906
1,1000,814107
2,492,410607
3,301,249208
1,999,815106
2,507,411114
3,298,249506
1,1000,816107
2,492,411607
3,300,249806
1,1000,817107
2,507,412114
3,317,250124
1,999,818107
2,492,412606
3,282,250406
1,999,819106
2,507,413114
3,301,250708
1,999,820106
2,492,413607
3,298,251006
1,1000,821107
2,507,414114
3,300,251306
1,1000,822107
2,492,414607
3,309,251616
1,999,823107
2,507,415114
3,290,251906
1,999,824106
2,492,415606
3,301,252208
1,1000,825107
2,507,416114
3,298,252506
1,1000,826107
2,492,416607
3,300,252806
1,1000,827107
2,507,417114
3,317,253124
1,999,828107
2,492,417606
3,282,253406
1,999,829106
2,507,418114
3,301,253708
1,1000,830107
2,492,418606
3,298,254006
1,1000,831107
2,507,419114
3,299,254306
1,999,832107
2,492,419607
3,309,254616
1,999,833106
2,507,420114
3,290,254906
1,1000,834107
2,492,420606
3,301,255208
1,1000,835107
2,507,421114
3,298,255506
1,999,836107
2,492,421607
3,300,255806
1,1000,837107
2,507,422114
3,317,256124
1,999,838106
2,492,422606
3,282,256406
1,999,839106
2,507,423114
3,301,256708
1,1000,840107
2,492,423606
3,298,257006
1,999,841106
2,507,424114
3,300,257306
1,999,842106
2,492,424607
3,309,257616
1,1000,843107
2,507,425114
3,290,257906
1,1000,844107
2,492,425607
3,301,258208
1,999,845107
2,507,426114
3,298,258506
1,999,846107
2,492,426606
3,300,258807
1,1000,847107
2,507,427114
3,317,259124
1,999,848106
2,492,427606
3,282,259406
1,1000,849107
2,507,428114
3,301,259708
1,999,850107
2,492,428607
3,298,260006
1,999,851107
2,507,429114
3,300,260306
1,1000,852107
2,492,429606
3,309,260616
1,1000,853107
2,507,430114
3,290,260906
1,1000,854107
2,492,430607
3,301,261208
1,999,855107
2,507,431114
3,298,261506
1,999,856106
2,492,431606
3,300,261806
1,1000,857107
2,507,432114
3,317,262124
1,999,858106
2,492,432606
3,282,262406
1,1000,859107
2,507,433114
3,301,262708
1,999,860106
2,492,433607
3,298,263006
1,1000,861107
2,507,434114
3,300,263306
1,999,862107
2,492,434607
3,309,263616
1,1000,863107
2,507,435114
3,290,263906
1,1000,864107
2,492,435607
3,301,264208
1,1000,865107
2,507,436114
3,298,264506
1,1000,866107
2,492,436607
3,300,264807
1,999,867107
2,507,437114
3,317,265124
1,999,868106
2,492,437606
3,282,265406
1,999,869106
2,507,438114
3,301,265708
1,1000,870107
2,492,438607
3,298,266006
1,1000,871107
2,507,439114
3,300,266306
1,1000,872107
2,492,439607
3,309,266616
1,999,873107
2,507,440114
3,290,266906
1,1000,874107
2,492,440607
3,301,267208
1,999,875106
2,507,441114
3,298,267506
1,1000,876107
2,492,441607
3,300,267806
1,999,877106
2,507,442114
3,317,268123
1,1000,878107
2,492,442606
3,282,268406
1,1000,879107
2,507,443114
3,301,268708
1,1000,880107
2,492,443607
3,298,269006
1,999,881106
2,507,444114
3,299,269306
1,1000,882106
2,492,444607
3,309,269616
1,1000,883107
2,507,445114
3,290,269906
1,1000,884107
2,492,445607
3,301,270208
1,1000,885107
2,507,446114
3,298,270506
1,999,886107
2,492,446607
3,300,270807
1,999,887106
2,507,447114
3,317,271124
1,1000,888107
2,492,447606
3,282,271406
1,999,889107
2,507,448114
3,301,271708
1,999,890106
2,492,448607
3,298,272006
1,1000,891107
2,507,449114
3,299,272306
1,1000,892107
2,492,449607
3,309,272616
1,999,893107
2,507,450114
3,290,272906
1,999,894106
2,492,450607
3,301,273208
1,999,895106
2,507,451114
3,298,273506
1,1000,896106
2,492,451606
3,300,273807
1,1000,897106
2,507,452114
3,316,274123
1,1000,898107
2,492,452606
3,282,274406
1,999,899106
2,507,453114
3,301,274708
1,1000,900107
2,492,453606
3,298,275006
1,1000,901107
2,507,454114
3,299,275306
1,999,902106
2,492,454606
3,309,275616
1,999,903106
2,507,455114
3,290,275906
1,1000,904106
2,492,455607
3,301,276208
1,1000,905106
2,507,456114
3,298,276506
1,999,906106
2,492,456607
3,300,276807
1,1000,907107
2,507,457114
3,317,277124
1,999,908106
2,492,457606
3,282,277406
1,999,909106
2,507,458114
3,301,277708
1,1000,910107
2,492,458607
3,298,278006
1,1000,911107
2,507,459114
3,299,278306
1,1000,912107
2,492,459606
3,309,278616
1,999,913106
2,507,460114
3,290,278906
1,1000,914106
2,492,460607
3,301,279208
1,1000,915107
2,507,461114
3,298,279506
1,999,916107
2,492,461606
3,300,279807
1,999,917106
2,507,462114
3,316,280123
1,1000,918107
2,492,462606
3,282,280406
1,1000,919107
2,507,463114
3,301,280708
1,999,920106
2,492,463606
3,298,281006
1,1000,921106
2,507,464114
3,299,281306
1,999,922106
2,492,464607
3,309,281616
1,1000,923106
2,507,465114
3,290,281906
1,999,924106
2,492,465606
3,301,282208
1,1000,925107
2,507,466114
3,298,282506
1,999,926106
2,492,466607
3,300,282806
1,1000,927107
2,507,467114
3,317,283124
1,1000,928107
2,492,467607
3,282,283406
1,999,929106
2,507,468114
3,301,283708
1,1000,930106
2,492,468607
3,298,284006
1,1000,931107
2,507,469114
3,300,284306
1,999,932106
2,492,469607
3,309,284616
1,1000,933106
2,507,470114
3,290,284906
1,1000,934106
2,492,470607
3,301,285208
1,999,935106
2,507,471114
3,298,285506
1,1000,936106
2,492,471607
3,300,285806
1,1000,937107
2,507,472114
3,317,286124
1,999,938106
2,492,472606
3,282,286406
1,1000,939107
2,507,473114
3,301,286708
1,1000,940107
2,492,473607
3,298,287006
1,1000,941107
2,507,474114
3,299,287306
1,999,942106
2,492,474607
3,309,287616
1,1000,943107
2,507,475114
3,290,287906
1,999,944107
2,492,475606
3,301,288208
1,1000,945107
2,507,476114
3,298,288506
1,999,946106
2,492,476607
3,300,288807
1,1000,947106
2,507,477114
3,317,289124
1,999,948106
2,492,477607
3,282,289406
1,1000,949107
2,507,478114
3,301,289708
1,999,950106
2,492,478607
3,298,290006
1,1000,951107
2,507,479114
3,300,290306
1,999,952106
2,492,479607
3,309,290616
1,999,953106
2,507,480114
3,290,290906
1,1000,954106
2,492,480607
3,301,291208
1,1000,955107
2,507,481114
3,298,291506
1,1000,956107
2,492,481606
3,300,291807
1,999,957107
2,507,482114
3,317,292124
1,1000,958107
2,492,482607
3,282,292406
1,999,959107
2,507,483114
3,301,292708
1,999,960106
2,492,483607
3,298,293006
1,1000,961107
2,507,484114
3,299,293306
1,999,962106
2,492,484607
3,309,293616
1,1000,963107
2,507,485114
3,290,293906
1,1000,964107
2,492,485607
3,301,294208
1,999,965107
2,507,486114
3,298,294506
1,1000,966107
2,492,486606
3,300,294807
1,999,967106
2,507,487114
3,316,295123
1,1000,968106
2,492,487607
3,282,295406
1,1000,969107
2,507,488114
3,301,295708
1,1000,970107
2,492,488607
3,298,296006
1,999,971106
2,507,489114
3,300,296306
1,1000,972107
2,492,489607
3,309,296616
1,1000,973107
2,507,490114
3,290,296906
1,1000,974107
2,492,490607
3,301,297208
1,1000,975107
2,507,491114
3,298,297506
1,999,976106
2,492,491607
3,300,297806
1,1000,977107
2,507,492114
3,317,298124
1,1000,978107
2,492,492606
3,282,298406
1,999,979107
2,507,493114
3,301,298708
1,999,980106
2,492,493607
3,298,299006
1,1000,981107
2,507,494114
3,299,299306
1,999,982107
2,492,494607
3,309,299616
1,1000,983107
2,507,495114
3,290,299906
1,1000,984107
2,492,495606
3,301,300208
1,999,985106
2,507,496114
3,298,300506
1,1000,986106
2,492,496606
3,300,300807
1,1000,987107
2,507,497114
3,316,301123
1,1000,988107
2,492,497607
3,282,301406
1,999,989106
2,507,498114
3,301,301708
1,1000,990106
2,492,498607
3,298,302006
1,999,991106
2,507,499114
3,299,302306
1,1000,992107
2,492,499606
3,309,302616
1,1000,993107
2,507,500114
3,290,302906
1,999,994106
2,492,500606
3,301,303208
1,1000,995107
2,507,501114
3,298,303506
1,999,996106
2,492,501606
3,300,303807
1,1000,997107
2,507,502114
3,317,304124
1,999,998107
2,492,502607
3,282,304406
1,999,999106
2,507,503114
3,301,304708
1,1000,1000106
2,492,503607
3,298,305006
1,1000,1001107
2,507,504114
3,300,305306
1,1000,1002107
2,492,504606
3,309,305616
1,999,1003106
2,507,505114
3,290,305906
1,1000,1004107
2,492,505607
3,301,306208
1,999,1005107
2,507,506114
3,298,306506
1,999,1006106
2,492,506607
3,300,306806
1,999,1007106
2,507,507114
3,317,307124
1,1000,1008106
2,492,507607
3,282,307406
1,1000,1009107
2,507,508114
3,301,307708
1,1000,1010107
2,492,508607
3,298,308006
1,999,1011107
2,507,509114
3,299,308306
1,999,1012106
2,492,509607
3,309,308616
1,1000,1013106
2,507,510114
3,290,308906
1,1000,1014107
2,492,510606
3,301,309208
1,999,1015107
2,507,511114
3,298,309506
1,999,1016106
2,492,511606
3,300,309806
1,1000,1017106
2,507,512114
3,317,310124
1,1000,1018107
2,492,512607
3,282,310406
1,999,1019107
2,507,513114
3,301,310708
1,1000,1020107
2,492,513607
3,298,311006
1,999,1021107
2,507,514114
3,300,311306
1,999,1022106
2,492,514607
3,309,311616
1,1000,1023107
2,507,515114
3,290,311906
1,1000,1024107
2,492,515607
3,301,312208
1,999,1025106
2,507,516114
3,298,312506
1,1000,1026106
2,492,516606
3,300,312807
1,1000,1027107
2,507,517114
3,317,313124
1,999,1028106
2,492,517606
3,282,313406
1,999,1029106
2,507,518114
3,301,313708
1,1000,1030107
2,492,518607
3,298,314006
1,999,1031106
2,507,519114
3,300,314306
1,1000,1032106
2,492,519607
3,309,314616
1,1000,1033107
2,507,520114
3,290,314906
1,999,1034107
2,492,520607
3,301,315208
1,999,1035106
2,507,521114
3,298,315506
1,1000,1036107
2,492,521607
3,300,315807
1,999,1037107
2,507,522114
3,316,316123
1,999,1038106
2,492,522607
3,282,316406
1,1000,1039106
2,507,523114
3,301,316708
1,1000,1040107
2,492,523607
3,298,317006
1,1000,1041107
2,507,524114
3,300,317306
1,999,1042107
2,492,524607
3,309,317616
1,999,1043107
2,507,525114
3,290,317906
1,1000,1044107
2,492,525606
3,301,318208
1,1000,1045107
2,507,526114
3,298,318506
1,999,1046106
2,492,526607
3,300,318806
1,1000,1047106
2,507,527114
3,317,319124
1,999,1048106
2,492,527607
3,282,319406
1,1000,1049107
2,507,528114
3,301,319708
1,1000,1050107
2,492,528606
3,298,320006
1,1000,1051107
2,507,529114
3,300,320306
1,999,1052106
2,492,529606
3,309,320616
1,1000,1053107
2,507,530114
3,290,320906
1,1000,1054107
2,492,530606
3,301,321208
1,1000,1055107
2,507,531114
3,298,321506
1,999,1056106
2,492,531606
3,300,321806
1,1000,1057107
2,507,532114
3,317,322123
1,1000,1058107
2,492,532606
3,282,322406
1,999,1059107
2,507,533114
3,301,322708
1,1000,1060107
2,492,533607
3,298,323006
1,999,1061107
2,507,534114
3,299,323306
1,1000,1062107
2,492,534606
3,309,323616
1,999,1063107
2,507,535114
3,290,323906
1,999,1064106
2,492,535606
3,301,324208
1,1000,1065107
2,507,536114
3,298,324506
1,999,1066106
2,492,536607
3,300,324806
1,1000,1067106
2,507,537114
3,317,325124
1,1000,1068107
2,492,537606
3,282,325406
1,999,1069107
2,507,538114
3,301,325708
1,999,1070106
2,492,538606
3,298,326006
1,1000,1071107
2,507,539114
3,300,326306
1,999,1072107
2,492,539606
3,309,326616
1,999,1073106
2,507,540114
3,290,326906
1,1000,1074106
2,492,540606
3,301,327208
1,1000,1075106
2,507,541114
3,298,327506
1,1000,1076106
2,492,541607
3,300,327807
1,1000,1077107
2,507,542114
3,317,328124
1,999,1078107
2,492,542607
3,282,328406
1,999,1079107
2,507,543114
3,301,328708
1,999,1080107
2,492,543606
3,298,329006
1,1000,1081107
2,507,544114
3,299,329306
1,999,1082106
2,492,544606
3,309,329616
1,999,1083106
2,507,545114
3,290,329906
1,1000,1084107
2,492,545606
3,301,330208
1,999,1085107
2,507,546114
3,298,330506
1,1000,1086107
2,492,546607
3,300,330806
1,1000,1087107
2,507,547114
3,317,331124
1,999,1088107
2,492,547607
3,282,331406
1,999,1089106
2,507,548114
3,301,331708
1,1000,1090106
2,492,548606
3,298,332006
1,1000,1091107
2,507,549114
3,300,332306
1,999,1092106
2,492,549606
3,309,332616
1,999,1093106
2,507,550114
3,290,332906
1,1000,1094106
2,492,550606
3,301,333208
1,1000,1095106
2,507,551114
3,298,333506
1,1000,1096106
2,492,551607
3,300,333807
1,999,1097106
2,507,552114
3,316,334124
1,1000,1098106
2,492,552607
3,282,334406
1,1000,1099107
2,507,553114
3,301,334708
1,999,1100107
2,492,553606
3,298,335006
1,999,1101106
2,507,554114
3,299,335306
1,1000,1102106
2,492,554607
3,309,335616
1,1000,1103107
2,507,555114
3,290,335906
1,1000,1104107
2,492,555606
3,301,336208
1,1000,1105107
2,507,556114
3,298,336506
1,999,1106106
2,492,556607
3,300,336807
1,1000,1107107
2,507,557114
3,316,337123
1,1000,1108107
2,492,557607
3,282,337406
1,999,1109107
2,507,558114
3,301,337708
1,999,1110106
2,492,558606
3,298,338006
1,1000,1111107
2,507,559114
3,299,338306
1,1000,1112107
2,492,559607
3,309,338616
1,1000,1113107
2,507,560114
3,290,338906
1,999,1114107
2,492,560607
3,301,339208
1,999,1115106
2,507,561114
3,298,339506
1,1000,1116107
2,492,561606
3,300,339806
1,999,1117106
2,507,562114
3,317,340124
1,1000,1118106
2,492,562607
3,282,340406
1,1000,1119106
2,507,563114
3,301,340708
1,1000,1120106
2,492,563607
3,298,341006
1,1000,1121107
2,507,564114
3,300,341306
1,999,1122107
2,492,564606
3,309,341616
1,999,1123106
2,507,565114
3,290,341906
1,1000,1124107
2,492,565607
3,301,342208
1,1000,1125107
2,507,566114
3,298,342506
1,999,1126107
2,492,566607
3,300,342807
1,999,1127106
2,507,567114
3,316,343124
1,1000,1128107
2,492,567607
3,282,343406
1,999,1129106
2,507,568114
3,301,343708
1,1000,1130107
2,492,568607
3,298,344006
1,1000,1131107
2,507,569114
3,300,344306
1,999,1132107
2,492,569606
3,309,344616
1,999,1133107
2,507,570114
3,290,344906
1,1000,1134107
2,492,570606
3,301,345208
1,1000,1135107
2,507,571114
3,298,345506
1,1000,1136107
2,492,571606
3,300,345806
1,999,1137106
2,507,572114
3,317,346124
1,1000,1138106
2,492,572607
3,282,346406
1,1000,1139107
2,507,573114
3,301,346708
1,1000,1140107
2,492,573607
3,298,347006
1,999,1141107
2,507,574114
3,300,347306
1,999,1142106
2,492,574607
3,309,347616
1,1000,1143107
2,507,575114
3,290,347906
1,999,1144107
2,492,575607
3,301,348208
1,999,1145107
2,507,576114
3,298,348506
1,1000,1146107
2,492,576607
3,300,348807
1,1000,1147107
2,507,577114
3,317,349124
1,999,1148106
2,492,577607
3,282,349406
1,1000,1149107
2,507,578114
3,301,349708
1,999,1150107
2,492,578607
3,298,350006
1,999,1151106
2,507,579114
3,300,350307
1,1000,1152107
2,492,579606
3,309,350616
1,1000,1153107
2,507,580114
3,290,350906
1,999,1154106
2,492,580607
3,301,351208
1,999,1155106
2,507,581114
3,298,351506
